Employee_ID,Transaction_WID,Transaction_Effective_Date,Transaction_Entry_Moment,Transaction_Type,Compensation_Package_Proposed,Compensation_Grade_Proposed,Comp_Grade_Profile_Proposed,Compensation_Step_Proposed,Pay_Range_Minimum,Pay_Range_Midpoint,Pay_Range_Maximum,Base_Pay_Proposed_Amount,Base_Pay_Proposed_Currency,Base_Pay_Proposed_Frequency,Benefits_Annual_Rate_ABBR,Pay_Rate_Type,Compensation,Worker_Workday_ID
30017991,5073831a51a7ede151762df12bc130e9,2026-01-22,2026-01-24 13:56:57,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,113545.91,CAD,Annual,113545.91,Salary,113545.91,3b502da5c36288d4496fcff0e1362ae4
30017993,3aa814ca141893f917322ea9879a66d3,2026-01-24,2026-01-28 14:45:04,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,112000.00,USD,Annual,112000.00,Salary,112000.00,d681a1e362b05e8a6681b798aecb05e8
30017994,16e2d0f46d05eb9282f0468508c4e726,2026-01-06,2026-01-10 08:36:01,Data Change,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,140531.36,CAD,Annual,140531.36,Salary,140531.36,91cce7366fb5ec0f5866d4d9896476c4
30017995,216d6d3c54b4c5d56bbda80d75f7e339,2026-01-20,2026-01-22 12:43:57,Change Job,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,132906.59,CAD,Annual,132906.59,Salary,132906.59,8dc23ff83f7d76f32ddd81dfd43c3558
30017996,a955e18aa96302240e03f632fbdc62e1,2026-01-30,2026-02-02 10:43:08,Data Change,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,152964.09,CAD,Annual,152964.09,Salary,152964.09,e1b9f671615767275404f1ef4541b3f5
30018001,2fa629f373cba1729b694f254d7b0087,2026-01-06,2026-01-11 09:18:33,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,98006.91,CAD,Annual,98006.91,Salary,98006.91,e96cccb31aa6f135df09eea9c7f3d6f0
30018026,eadad5f366e08b063ab0e651be10c380,2026-01-20,2026-01-24 13:16:29,Change Job,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,80142.72,CAD,Annual,80142.72,Salary,80142.72,022d7560d6935b5dd33c0351010cc612
30018029,288ad499367f3382b766602a05122b55,2026-01-05,2026-01-05 11:02:53,Data Change,STD_COMP_PKG,G01,GP_01,,42000.00,50000.00,58000.00,51207.75,CAD,Annual,51207.75,Salary,51207.75,8b7007d1f28f4478054fbe6784353679
30018044,fc7610e494e781cdb055112bbc68deb8,2026-01-03,2026-01-03 08:14:58,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,97609.46,CAD,Annual,97609.46,Salary,97609.46,e1e99fa919afb82f792e39b1d3f57072
30018045,c2278d92215a3f0712ff09af31b80470,2026-01-22,2026-01-23 17:44:36,Data Change,STD_COMP_PKG,G01,GP_01,,42000.00,50000.00,58000.00,54082.75,CAD,Annual,54082.75,Salary,54082.75,59482626925d4be0f74268d3f28fb6e9
30018050,bf954f87bd7f8a45b62a23ed08890188,2026-01-31,2026-02-03 10:51:26,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,121641.97,CAD,Annual,121641.97,Salary,121641.97,fbb2c7d186ab532e3393481fdcecd9f2
30018058,df173aa5b13f5890475079367f0f59e0,2026-01-23,2026-01-23 08:02:03,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,79784.18,CAD,Annual,79784.18,Salary,79784.18,d5ffd405191e43fad2390d6e2648b285
30018060,5becda1a57771ce7938a7330d97a2834,2026-01-14,2026-01-14 08:01:45,Data Change,STD_COMP_PKG,G08,GP_08,,145000.00,180000.00,215000.00,215000.00,USD,Annual,215000.00,Salary,215000.00,37e9a6c58a6b2871b128f820ba1b1dbd
30018065,3f46700a4639cd07fb303adb7cef96bf,2026-01-06,2026-01-07 08:40:31,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,91000.00,USD,Annual,91000.00,Salary,91000.00,60d0b0486b08dc1e98ff0e3f6f1476d6
30018066,775299d3cda9fe6149dcf7bd88218bcd,2026-01-12,2026-01-13 17:46:11,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,85239.57,USD,Annual,85239.57,Salary,85239.57,c7b3f36bbfe4e4488307171d24c66263
30018067,4e04a26db681ba11917431c8d2116267,2026-01-24,2026-01-27 09:25:57,Change Job,STD_COMP_PKG,G01,GP_01,,42000.00,50000.00,58000.00,53956.88,CAD,Annual,53956.88,Salary,53956.88,151ae3fb2eb7752cb88a00eca6f304d8
30018069,73b9b69da70a2da9906b1b35a0b26f7d,2026-01-16,2026-01-18 08:21:18,Data Change,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,142767.97,USD,Annual,142767.97,Salary,142767.97,ea637a6264cb876076b0b82119e54eac
30018070,9da14bb5e9be1389261aac2baf820ebb,2026-01-12,2026-01-17 15:29:55,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,132000.00,CAD,Annual,132000.00,Salary,132000.00,7459a39cf3578be13131478eb16e4a02
30018073,b9cd36ef07a61110cfc3b8d1b547c892,2026-01-24,2026-01-27 13:49:23,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,97795.44,CAD,Annual,97795.44,Salary,97795.44,085262656986606176695b56d77fbbce
30018075,3cebf16f716eeb95310f4272320cf230,2026-01-29,2026-02-01 11:17:06,Data Change,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,127169.78,CAD,Annual,127169.78,Salary,127169.78,3b3617f5b941907ab112b67432264405
30018077,8a7b65869d14cd6a2b133ebe0013d8e8,2026-01-03,2026-01-08 14:14:24,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,112000.00,CAD,Annual,112000.00,Salary,112000.00,46f5a3fac58d280f3f4731b8f92eec64
30018080,debb64e73e457238dceadec58080f30d,2026-01-20,2026-01-24 08:12:41,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,104278.00,USD,Annual,104278.00,Salary,104278.00,41ab3e4779b16d40c2d65371dc89579e
30018085,7a839d1b94a5219fb2102143e57dbd05,2026-01-02,2026-01-05 15:10:01,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,94284.77,USD,Annual,94284.77,Salary,94284.77,f8885642603ffcc69cc8709dd1ee6733
30018097,16732959270ebad4b7004a591a7ad7f0,2026-01-18,2026-01-19 15:11:18,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,69842.67,CAD,Annual,69842.67,Salary,69842.67,21cd7482cc4c687b9afa2b9bea909010
30018098,deba8fab42148087fb317bc90cfe8d93,2026-01-03,2026-01-05 15:56:10,Data Change,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,155000.00,USD,Annual,155000.00,Salary,155000.00,cfdef182fa2c8834f564f85252acbb12
30018101,526a534f255bfdb670d4bdc28ddc61fd,2026-01-17,2026-01-18 15:36:40,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,56380.34,CAD,Annual,56380.34,Salary,56380.34,1ffd1898d63958e669daf05c026475c2
30018102,ecf59f7c7b99f411d746273a89daeaa3,2026-01-11,2026-01-15 09:04:03,Data Change,STD_COMP_PKG,G01,GP_01,,42000.00,50000.00,58000.00,54420.15,CAD,Annual,54420.15,Salary,54420.15,e17e983f3966c0203eb5f5b0c68d19c4
30018107,49e55c146627fd5d809c218675400d02,2026-01-04,2026-01-04 08:40:12,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,64634.54,CAD,Annual,64634.54,Salary,64634.54,3835e15d4a0bfef19eeec719de42ac62
30018110,b580ed2079d71160bcf32cd18e33af19,2026-01-30,2026-02-04 13:05:16,Data Change,STD_COMP_PKG,G01,GP_01,,42000.00,50000.00,58000.00,49653.67,USD,Annual,49653.67,Salary,49653.67,1253e5eabe6c8be527bdfa872c9899a6
30018115,a0a19c8277076c4a00337c7e0c738884,2026-01-26,2026-01-29 16:27:21,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,112000.00,CAD,Annual,112000.00,Salary,112000.00,ba9be5b7f07a058a9923ce0f91f053e7
30018120,f293e5c8e35bc50f7f7d01681ded6dad,2026-01-13,2026-01-14 12:00:24,Data Change,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,123857.46,CAD,Annual,123857.46,Salary,123857.46,ea1af791e29a346800e49e4c46668c27
30018122,e7082f97cc6ead08599c5b8c501133c3,2026-01-14,2026-01-18 08:12:01,Data Change,STD_COMP_PKG,G08,GP_08,,145000.00,180000.00,215000.00,204249.21,CAD,Annual,204249.21,Salary,204249.21,cb1defcc4b3a33be801a224569a6d2ba
30018129,b5d0257b03c88364ba02b3848fab955e,2026-01-17,2026-01-19 17:06:17,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,119780.43,CAD,Annual,119780.43,Salary,119780.43,409a5d7ec3acd1b5ff13b5c3f23bf807
30018138,7ef7ae4b25cc409d804c5d6f166bd331,2026-01-30,2026-02-04 14:37:25,Data Change,STD_COMP_PKG,G10,GP_10,,200000.00,255000.00,310000.00,254775.28,CAD,Annual,254775.28,Salary,254775.28,64db932fcec1cb13f51f9f4997d4d7b7
30018142,cd38c447f9ae8bd5f65e433930acf017,2026-01-20,2026-01-25 09:50:14,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,104237.76,CAD,Annual,104237.76,Salary,104237.76,b1c067d58b961165b6dc071196b81f10
30018147,aa24c336a628c2c359a404b39847ced2,2026-01-08,2026-01-08 09:18:52,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,85723.41,USD,Annual,85723.41,Salary,85723.41,c0a91741cf83319124ef5179a2fecf08
30018150,eee8ca38eeb8fce2d3404bf820e1c241,2026-01-14,2026-01-16 17:53:41,Data Change,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,185000.00,USD,Annual,185000.00,Salary,185000.00,a3a5c061a691649a5497141eba3efc11
30018151,4eb303b96b34827533762ef35c23580a,2026-01-06,2026-01-06 17:39:07,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,58468.11,CAD,Annual,58468.11,Salary,58468.11,3aba25a336b380ee5799f26f5064c127
30018155,f8b483f32f1717f16fdae665c67e8827,2026-01-16,2026-01-19 11:36:49,Data Change,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,146711.05,CAD,Annual,146711.05,Salary,146711.05,357e98a070362ab2192d1c7e0f99f291
30018163,69bdb583fa1873f5f0a1e65fc697b715,2026-01-22,2026-01-22 08:01:22,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,61140.35,CAD,Annual,61140.35,Salary,61140.35,963bd5149bb4066b648a1a23889cb1e4
30018169,c3868f60807c7f410cd946cf19ee82a6,2026-01-20,2026-01-24 14:44:07,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,63305.49,CAD,Annual,63305.49,Salary,63305.49,bbdb30ae57742a8cf7d57a7a80d6f84d
30018193,3f291b50177cdbb565c6c836170c9971,2026-01-03,2026-01-06 16:13:30,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,103960.40,CAD,Annual,103960.40,Salary,103960.40,adaf7078230aa053130859673d188d6f
30018202,9429075aff950087dcec96a7a092e879,2026-01-26,2026-01-28 11:33:29,Data Change,STD_COMP_PKG,G08,GP_08,,145000.00,180000.00,215000.00,207321.24,USD,Annual,207321.24,Salary,207321.24,f08b215a89e2da8514d7ff6a3a4cf8dd
30018208,27d7df7233770f3f9ff63e7c8afa6a74,2026-01-26,2026-01-28 17:47:00,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,129639.14,USD,Annual,129639.14,Salary,129639.14,108061e837a2aa5f347222ae3c623bb4
30018218,e53538dc5c325f0cce991e493fc7967d,2026-01-17,2026-01-21 15:50:09,Data Change,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,141307.88,CAD,Annual,141307.88,Salary,141307.88,4f22e6282b591374c91b5426a1024ae8
30018223,64a12658c9c32885d1a0d2873043ca34,2026-01-09,2026-01-11 13:37:02,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,72000.00,CAD,Annual,72000.00,Salary,72000.00,b461cdd8abb30811764e1af9f9fe3bb5
30018224,8cf996dc4b307ee20673a96437d00ff9,2026-01-25,2026-01-30 08:16:43,Return from Leave,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,69679.47,CAD,Annual,69679.47,Salary,69679.47,a936357615f2c4bb6ed6fa0c9837748a
30018226,91aa02047b3f79c65ebe320ee31befe7,2026-01-06,2026-01-07 16:29:05,Data Change,STD_COMP_PKG,G05,GP_06,,105000.00,130000.00,155000.00,132000.00,CAD,Annual,132000.00,Salary,132000.00,06cc49670ba82909afe32b27f17f2ee0
30018227,28ecb565c38714497dfb12724a792d66,2026-01-01,2026-01-05 11:03:40,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,76326.49,CAD,Annual,76326.49,Salary,76326.49,e479ead9b38529263a3fc4549e2ca549
30018236,761a626cafc83a3b170590d6447f1bbd,2026-01-19,2026-01-24 10:14:18,Change Job,STD_COMP_PKG,G10,GP_10,,200000.00,255000.00,310000.00,221064.55,USD,Annual,221064.55,Salary,221064.55,18ffc507f36fc1ad3f8866ec23db1777
30018243,74c0c9f188fbea2508039e78bf5daf6d,2026-01-10,2026-01-12 08:00:56,Data Change,STD_COMP_PKG,G09,GP_09,,170000.00,215000.00,260000.00,234622.23,CAD,Annual,234622.23,Salary,234622.23,65f1ea48673bfb72b1a9843bcbed831e
30018247,6711290aa887e8f1262fe704a0ec4d74,2026-01-02,2026-01-05 08:00:15,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,85927.43,CAD,Annual,85927.43,Salary,85927.43,e71b214c1f0273da2b6af4b793941c4f
30018250,31185861c179eef3e6612363c1842c17,2026-01-25,2026-01-27 13:57:13,Change Job,STD_COMP_PKG,G11,GP_12,,300000.00,390000.00,480000.00,282768.53,USD,Annual,282768.53,Salary,282768.53,bb317832cf3fd409f1e0bfb0f19a22b7
30018254,4ffc00b856d14463c53d36a151146fcb,2026-01-27,2026-01-31 16:04:17,Data Change,STD_COMP_PKG,G08,GP_08,,145000.00,180000.00,215000.00,173571.32,CAD,Annual,173571.32,Salary,173571.32,9efe669d2ed1c7e437794d5fa70eec09
30018259,4b3d24ece61a00ba09e47685c3ba63b5,2026-01-19,2026-01-24 12:57:42,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,85950.81,CAD,Annual,85950.81,Salary,85950.81,2016c9ab7b62974c54fd970c909cf6ad
30018261,48991cd9e38ecae76c82f2285a49db2d,2026-01-05,2026-01-10 10:42:20,Data Change,STD_COMP_PKG,G08,GP_08,,145000.00,180000.00,215000.00,210842.89,USD,Annual,210842.89,Salary,210842.89,1fc24985a120781d2aae72c6570c0bfd
30018264,789ad641be4ea8d15408d5a95e4522aa,2026-01-26,2026-01-28 13:37:04,Data Change,STD_COMP_PKG,G08,GP_08,,145000.00,180000.00,215000.00,163351.18,USD,Annual,163351.18,Salary,163351.18,21772e2efde75674e250bc4a1cdada97
30018269,527e71b9141969aa721fc05d30bf1c1e,2026-01-07,2026-01-07 16:45:34,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,118800.39,CAD,Annual,118800.39,Salary,118800.39,013f96077e540e45372e3e0fb786593e
30018270,803ed02b2a2bd4157b239f730185bdc0,2026-01-13,2026-01-16 16:56:17,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,75521.41,CAD,Annual,75521.41,Salary,75521.41,3fe0c14fa58be99bc9bdcb0884f32d7e
30018272,ef925b4df8022b26e7af486d34131b0b,2026-01-11,2026-01-14 08:00:38,Change Job,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,141158.50,CAD,Annual,141158.50,Salary,141158.50,555959e7158a48d45f8af669a538d88f
30018276,f40ae9c134c78b3ffa18af921a56c5ed,2026-01-18,2026-01-21 10:49:42,Data Change,STD_COMP_PKG,G10,GP_10,,200000.00,255000.00,310000.00,305970.45,USD,Annual,305970.45,Salary,305970.45,43a65e1e3bc00f9ba4b1ac8c7cce5b01
30018282,de86ef27eb7ae6494e481813ba4e7a8e,2026-01-15,2026-01-15 12:29:56,Data Change,STD_COMP_PKG,G10,GP_10,,200000.00,255000.00,310000.00,268682.91,CAD,Annual,268682.91,Salary,268682.91,e7eb4836def0aa6c236486ac6ce2b149
30018283,9f146a2779f253c1c2702e529c364613,2026-01-30,2026-02-02 14:08:19,Data Change,STD_COMP_PKG,G12,GP_12,,300000.00,390000.00,480000.00,417178.55,CAD,Annual,417178.55,Salary,417178.55,ce757eefde499600b10e660c4a702b0c
30018284,990d9450d3d0ede5a1f6ebc0ef8e6a71,2026-01-11,2026-01-14 09:19:47,Return from Leave,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,122499.37,USD,Annual,122499.37,Salary,122499.37,e4a06f8fe1a48ea53dc3f48cb8802287
30018285,d82d0c0d6c450532bff6b1768caec4f6,2026-01-09,2026-01-11 15:08:02,Data Change,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,166810.61,USD,Annual,166810.61,Salary,166810.61,9222603c447c854209171608961525a3
30018310,fb092e3449e7448d3719cc2046baa22b,2026-01-04,2026-01-06 14:40:38,Change Job,STD_COMP_PKG,G09,GP_09,,170000.00,215000.00,260000.00,182031.98,USD,Annual,182031.98,Salary,182031.98,e5cd6a0bc33622db7c136ad82b09e3df
30018314,a1c5178b37cbba9cd7819069eca582f9,2026-01-02,2026-01-06 16:52:19,Data Change,STD_COMP_PKG,G09,GP_09,,170000.00,215000.00,260000.00,260000.00,CAD,Annual,260000.00,Salary,260000.00,32819b89edb4d9c52427e6e12ba08c76
30018319,991704adbe61730586941df0fa398d38,2026-01-09,2026-01-10 10:05:43,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,71413.28,CAD,Annual,71413.28,Salary,71413.28,df0b7113a93295c4ba5f8ffbc1ef61bc
30018324,5440a2c59928376a318d1f0ec6e6ab59,2026-01-06,2026-01-11 15:20:20,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,61223.80,CAD,Annual,61223.80,Salary,61223.80,7672b1e1a5e93ed80fb5792cf9a954c2
30018328,568d6b54c54947b1cbb874d5806b1ddf,2026-01-09,2026-01-09 15:14:00,Data Change,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,164896.06,CAD,Annual,164896.06,Salary,164896.06,13e153e0916da212406cf3f1ff132a0d
30018341,63ad99a32143c0b126f9704ce9957bea,2026-01-19,2026-01-19 10:29:58,Data Change,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,112544.18,CAD,Annual,112544.18,Salary,112544.18,eb67d0b714ae36c462e2e31fe04e098f
30018342,2169dd5ed407f8c29ca463b87df3bfe4,2026-01-18,2026-01-21 14:16:32,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,119050.45,USD,Annual,119050.45,Salary,119050.45,61c5323b697627aa99b49e02cbe0ce3e
30018343,798adad90fca5df1f4ecf93d5468e121,2026-01-06,2026-01-11 13:21:13,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,117322.46,CAD,Annual,117322.46,Salary,117322.46,c0ed2f5ca56ba0f155eb50373b11fcfb
30018347,b07c98b13e9a8a0da26dc0e3a0a8f86d,2026-01-07,2026-01-10 14:29:07,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,120261.72,CAD,Annual,120261.72,Salary,120261.72,26008ea516d053074244ed0ab4a0c1d9
30018349,27fe8dbd499baab0b2791373d4a9ddff,2026-01-06,2026-01-07 10:33:30,Data Change,STD_COMP_PKG,G01,GP_01,,42000.00,50000.00,58000.00,53151.64,CAD,Annual,53151.64,Salary,53151.64,b111134cfe629a1e7951569b402a94ca
30018351,f8ac131e7200b03f1e843c46fd73f692,2026-01-05,2026-01-05 14:59:46,Data Change,STD_COMP_PKG,G09,GP_09,,170000.00,215000.00,260000.00,213599.10,CAD,Annual,213599.10,Salary,213599.10,cd91d7d09a7b140a4338c786474057bf
30018352,7461c06de8df4ace67576b95bc198432,2026-01-29,2026-01-31 13:01:15,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,68398.17,CAD,Annual,68398.17,Salary,68398.17,9aaf6ae8b5159b4067308d52c55b94d7
30018372,cabb628945a225645df9fb9b8e146e84,2026-01-03,2026-01-05 15:12:43,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,80547.60,USD,Annual,80547.60,Salary,80547.60,357044d4631595ff1657ba0322622e5c
30018375,7e8a8db723a5fe239467071210581ae7,2026-01-20,2026-01-23 15:49:51,Change Job,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,63857.31,CAD,Annual,63857.31,Salary,63857.31,d64aa3f82751ba89a9b7aa206b621d8a
30018382,c59711bff94e0d3f783698c49f83df92,2026-01-01,2026-01-04 15:00:21,Data Change,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,155000.00,USD,Annual,155000.00,Salary,155000.00,cfd9bbfc868dba4fd02b37be9f68ce4f
30018384,9e681489b5e385ac7f4d7dd551dbfd5d,2026-01-26,2026-01-30 13:41:20,Data Change,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,160569.38,CAD,Annual,160569.38,Salary,160569.38,f42d9682dba37812bfeab2626286f097
30018388,f8af17551eda247358c7b9c6d05d4c00,2026-01-27,2026-01-30 08:02:16,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,72000.00,USD,Annual,72000.00,Salary,72000.00,12dca7cece7c810fc5f4e28128abfb0a
30018393,0bb3d4b7873e8b814196a47210a96ee9,2026-01-19,2026-01-20 10:32:59,Data Change,STD_COMP_PKG,G10,GP_10,,200000.00,255000.00,310000.00,284570.36,USD,Annual,284570.36,Salary,284570.36,7f5b6b83c7d5d9a6053528ea68fa7e59
30018399,557281fc7c3f6599f3ecd5277cd787a4,2026-01-11,2026-01-12 12:25:34,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,91000.00,CAD,Annual,91000.00,Salary,91000.00,4011611dce7fbcee024fb1788db147c8
30018404,d322bbde9287eae110a3efbac29994f7,2026-01-07,2026-01-12 08:14:34,Data Change,STD_COMP_PKG,G01,GP_01,,42000.00,50000.00,58000.00,52106.84,CAD,Annual,52106.84,Salary,52106.84,c97d597405cce4d90bd9d8facc810225
30018412,b5d32717992276c9cbf7e9207db28f28,2026-01-17,2026-01-21 16:18:23,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,71727.31,CAD,Annual,71727.31,Salary,71727.31,cf7da0685a042e8aa8ba81086eb4d1a3
30018417,c45309fb59b8cbb18423ad6bdb959e34,2026-01-25,2026-01-28 09:17:51,Data Change,STD_COMP_PKG,G09,GP_09,,170000.00,215000.00,260000.00,194451.41,USD,Annual,194451.41,Salary,194451.41,ac5a03cbefdc4702fc24f439d51c2b42
30018421,7832e546498e4d421e545b0acaf1e4a6,2026-01-17,2026-01-22 08:10:35,Data Change,STD_COMP_PKG,G05,GP_05,,92000.00,112000.00,132000.00,106468.89,CAD,Annual,106468.89,Salary,106468.89,0001a802bd5907440a933915efaab25e
30018422,6ab30e253afeae716d126466758beb27,2026-01-25,2026-01-29 11:50:13,Data Change,STD_COMP_PKG,G01,GP_01,,42000.00,50000.00,58000.00,57440.07,CAD,Annual,57440.07,Salary,57440.07,d8e69f2e1fdcbe6cde4158c2361861b3
30018427,29fb02bc5c8993f82fb48ad6ceabed46,2026-01-01,2026-01-04 09:55:35,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,59138.73,CAD,Annual,59138.73,Salary,59138.73,2dce0f573925f7440c58dfee6934e58c
30018434,5758d3a6511ffdf12ca1cdf4204d07f0,2026-01-25,2026-01-27 12:03:54,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,98359.27,CAD,Annual,98359.27,Salary,98359.27,ea588628fa468650f0ee57867d7acef0
30018437,60c7d746179c9d74916b85d5c890a7c3,2026-01-27,2026-01-29 17:42:53,Change Job,STD_COMP_PKG,G04,GP_05,,92000.00,112000.00,132000.00,93220.95,CAD,Annual,93220.95,Salary,93220.95,23e04c6892d1947dd7f47e67a98829d3
30018439,f47ec75c3014f2886eae68449515e4cd,2026-01-31,2026-02-05 11:40:25,Data Change,STD_COMP_PKG,G04,GP_04,,78000.00,95000.00,112000.00,95334.34,CAD,Annual,95334.34,Salary,95334.34,946065d1e5ba364015afc8bba8936a37
30018441,527167e4bbc61d1b15c18b06a32c9660,2026-01-20,2026-01-22 09:25:36,Return from Leave,STD_COMP_PKG,G06,GP_06,,105000.00,130000.00,155000.00,143603.16,USD,Annual,143603.16,Salary,143603.16,7cc34f7162cb252028d9ff7cab1c78dd
30018443,3a8784d8d8c2e9001131773274829066,2026-01-08,2026-01-11 14:04:10,Data Change,STD_COMP_PKG,G01,GP_01,,42000.00,50000.00,58000.00,52578.84,CAD,Annual,52578.84,Salary,52578.84,cca1b6218127f87cfe772ddabcedc91c
30018447,74719730d3ad0f5e08b0190f6c26cfd7,2026-01-30,2026-01-31 09:18:41,Data Change,STD_COMP_PKG,G09,GP_09,,170000.00,215000.00,260000.00,210441.10,CAD,Annual,210441.10,Salary,210441.10,34888db305a3fdd73f1ad9ced702be22
30018451,d2d49efa42a1ed46342564b336743330,2026-01-26,2026-01-26 17:29:33,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,83538.01,CAD,Annual,83538.01,Salary,83538.01,1ee268a5fe3ec176b50a2144da75e359
30018455,3ee7e01f9b5d7ff81a9c9148d46d22d1,2026-01-03,2026-01-06 14:14:46,Data Change,STD_COMP_PKG,G02,GP_02,,52000.00,62000.00,72000.00,58825.78,CAD,Annual,58825.78,Salary,58825.78,f7e8e549499a7d60db978f9dd5958fc7
30018460,11e6899ae30a26fe533603c926e1dedd,2026-01-30,2026-01-30 14:39:25,Data Change,STD_COMP_PKG,G14,GP_14,,450000.00,575000.00,700000.00,601480.40,CAD,Annual,601480.40,Salary,601480.40,d77e17ed24e92d28aef5ddb1c006556c
30018461,e484cf8259399fa25f061a8905a0be20,2026-01-07,2026-01-11 13:47:03,Data Change,STD_COMP_PKG,G07,GP_07,,125000.00,155000.00,185000.00,161555.82,USD,Annual,161555.82,Salary,161555.82,b6670e5ebf901fa6ac2b02a9e0063ca6
30018462,f113af8e8f92a63e45dbff6bd06e046b,2026-01-04,2026-01-08 09:47:37,Data Change,STD_COMP_PKG,G11,GP_11,,240000.00,310000.00,380000.00,370912.84,CAD,Annual,370912.84,Salary,370912.84,20631e76ef043717d1ee97645bab7315
30018464,fd15a3bd57385492796329b353d024e3,2026-01-16,2026-01-19 09:50:44,Data Change,STD_COMP_PKG,G03,GP_03,,65000.00,78000.00,91000.00,83381.79,CAD,Annual,83381.79,Salary,83381.79,ceb2218cd521cf022fb8b2e59bce7322
